ID,Ring Description,Diamonds shape,Diamond Weights in Carats,Diamond Avg Color,Diamond Avg Clarity,Gems shape if any,Gem Type,Gem Average Clarity,Ring Gross Weight in Grams,Overall Condition,Ring Price,Ring Size
149.0,"['Burma Pink Sapphire', ' Diamond', ' Gold ']",[' European'],[11.01  3.25], G-H-I, SI,"[' Oval', ' Oval']","[' Pink Sapphire', ' Natural Corundum']",,8.8, Good,5625000.0,7.0
150.0,"['Diamond', ' Platinum ']","[' Cushion-cut, Baguette-cut']",[3.82 0.2 ], D-E-F, VS,[],[],,6.53, Very Good,5625000.0,7.0
151.0,"['Fancy Yellow Diamond', ' Diamond', ' Platinum', ' Gold ']","[' Radiant-cut, Bullet-cut']",[5.08 0.9 ],, SI,[],[],,7.5, Good,5625000.0,6.0
152.0,"['Emerald', ' Diamond', ' Gold', ' Platinum ']",[' trapezoid-shaped'],[9.7  1.55], G-H-I, SI,[' emerald-cut'],[' Emerald'], Good,8.0, Very Good,5625000.0,6.0
153.0,"['Diamond', ' Platinum ']",[' Cut-cornered Rectangular Step-cut'],[4.04], G-H-I, VVS,[],[],,4.71, Excellent,5625000.0,6.0
154.0,"['Fancy Light Pink Diamond', ' Colombian Emerald', ' Diamond', ' Emerald', ' Titanium ']","[' Full-cut', ' Pear']",[1.01 2.13 0.7  1.4  1.65], G-H-I, VS,"[' Round', ' Star Modified Brilliant Step-cut', ' Modified Star Mixed-cut']","[' Emerald', ' Emerald', ' Natural Beryl']",,3.88, Very Good,5500000.0,0.0
155.0,"['Fancy Yellow Diamond', ' Diamond', ' Platinum ']","[' Cut-cornered rectangular modified brilliant', ' Emerald-cut', ' Emerald-cut']",[5.3  1.02 1.01],,,[],[],,10.1, Very Good,5500000.0,5.0
156.0,"['Diamond', ' Platinum ']",[' Round Brilliant'],[3.99],,,[],[],,4.9, Very Good,5500000.0,6.0
157.0,"['Fancy Intense Yellow Diamond', ' White Gold ']","[' Radiant', ' Cut-cornered Rectangular']",[7.48],, SI,[],[],,9.31, Very Good,5500000.0,5.0
158.0,"['Diamond', ' Platinum ']","[' European-cut, Baguette-cut, Single-cut']",[6.   0.95 0.75], G-H-I, VS,[],[],,11.4, Very Good,5500000.0,0.0
159.0,"['Diamond', ' Platinum ']","[' European-cut, Baguette-cut, Single-cut']",[6.   0.95 0.75], G-H-I, VS,[],[],,11.4, Very Good,5500000.0,0.0
160.0,"['Robert Whiteside Diamond', ' Gold ']",[' Cut-Cornered Rectangular Modified Brilliant'],[], J-K-L, VS,[],[],,, Very Good,5468750.0,0.0
161.0,"['Diamond', ' Platinum ']",[' Emerald-cut'],[], J-K-L, VS,[],[],,, Very Good,5468750.0,5.0
162.0,"['Diamond', ' Platinum ']","[' Emerald-cut, Tapered Baguette-cut']",[5.67 0.7 ], J-K-L, VS,[],[],,5.54, Very Good,5312500.0,5.0
163.0,"['Burma Sapphire', ' Gold ']",[],[5.4],,,[],[],,11.23, Very Good,5312500.0,0.0
164.0,"['Diamond', ' Platinum', ' White Gold ']","[' Emerald-cut, Tapered Baguette-cut']",[4.33 0.25], G-H-I, VVS,[],[],,4.89, Very Good,5312500.0,0.0
165.0,"['Diamond', ' Platinum ']",[' Round Brilliant'],[7.2 1.3], J-K-L, VS,[],[],,11.91, Very Good,5250000.0,0.0
166.0,"['Art Deco Burma Ruby', ' Diamond', ' Platinum ']","[' Baguette-cut, Triangle-cut']",[5.39 0.4  0.15], J-K-L, VS,[' Oval-shaped'],[' Ruby'], Good,6.5, Very Good,5250000.0,7.0
167.0,"['Burma Sapphire', ' Diamond', ' Platinum ']",[' Marquise'],[14.62  2.1 ], G-H-I, VS,[' Cushion'],[' Sapphire'], Good,11.4, Very Good,5250000.0,6.0
168.0,"['Diamond', ' Platinum ']",[],[4.07 5.65 4.07], D-E-F, SI,[],[],,14.1, Very Good,5228125.0,8.0
169.0,"['Diamond', ' Platinum ']",[' Round Brilliant-cut'],[5.08], J-K-L,,[],[],,10.07, Very Good,5156250.0,7.0
170.0,"['Diamond', ' Platinum ']","[' Triangle, Full, Radiant-cut', ' cut-cornered rectangular modified brilliant']",[5.01 0.8  1.9 ], J-K-L, SI,[],[],,28.06, Very Good,5125000.0,7.0
171.0,"[""Gentleman's Colored Diamond"", ' Gold ']",[' Cut-Cornered Trapezoid Mixed-Cut'],[25.03],, I,[],[],,27.3, Excellent,5019000.0,9.0
172.0,"['Paraiba Tourmaline', ' Diamond', ' Platinum ']",[' Full-cut'],[4.58 1.42], D-E-F, VS,[' Cushion Modified Step Cut'],[' Natural Tourmaline'],,12.5, Very Good,5000000.0,7.0
173.0,"['Ceylon Alexandrite', ' Diamond', ' Platinum ']","[' Full-cut, Modified Hexagon-shaped']",[20.617  3.7  ], G-H-I, SI,"[' Oval Modified Mixed Cut', ' Cushion Modified Brilliant']","[' Natural Chrysoberyl', ' Natural Alexandrite']",,18.8, Very Good,5000000.0,6.0
174.0,"['Diamond', ' Platinum ']","[' European-cut, Single-cut']",[7.15 0.1 ], G-H-I, VS,[],[],,8.0, Very Good,5000000.0,8.0
175.0,"['Diamond', ' Platinum ']","[' Oval-shaped, Pear-shaped', ' Oval']",[3.09 0.85], D-E-F, VS,[],[],,8.4, Very Good,5000000.0,5.0
176.0,"['Kashmir Sapphire', ' Diamond', ' White Gold ']","[' Full-cut, Baguette-cut']",[4.67 2.4  0.45], G-H-I, VS,"[' Cushion-shaped', ' Cushion-shaped']","[' Sapphire', ' Corundum']",,12.8, Very Good,5000000.0,6.0
177.0,"['Colored Diamond', ' Diamond', ' Platinum', ' Gold ']","[' Cut-Cornered Square Brilliant, Full-cut']",[7.09 1.25], G-H-I, VS,[],[],,9.03, Very Good,5000000.0,6.0
178.0,"['Fancy Yellow Diamond', ' White Gold ']",[' Cut-cornered Rectangular Modified Brilliant-cut'],[],, VS,[],[],,, Very Good,5000000.0,4.0
179.0,"['Fancy Intense Yellow Diamond', ' Diamond', ' Platinum', ' Gold ']",[' full-cut'],[5.01 0.83], G-H-I, VS,[],[],,8.4,,5000000.0,6.0
180.0,"['Emerald', ' Diamond', ' Platinum Gold', ' ']",[' Trapezoid-shaped'],[6.32 2.17], G-H-I, SI,[' Emerald-cut'],[' Emerald'], Good,7.85, Very Good,5000000.0,6.0
181.0,"['Sapphire', ' Diamond', ' Gold ']",[' Pear-shaped'],[6.98 1.  ], G-H-I, VS,[' Oval-shaped'],[' Sapphire'], Fine,5.75, Excellent,5000000.0,5.0
182.0,"['Diamond', ' Platinum ']","[' Emerald-cut, Baugette-cut']",[5.34 1.35 6.69], J-K-L, VS,[],[],,7.2, Very Good,4780000.0,5.0
183.0,"['Diamond', ' Platinum', ' Gold ']","[' Square Brilliant, Baguette', ' Round Brilliant']",[6.09 1.   0.55], J-K-L, SI,[],[],,18.5, Good,4750000.0,6.0
184.0,"['Diamond', ' Platinum ']","[' Cut-Cornered Rectangular Modified Brilliant', ' Cut-Cornered Rectangular Modified Brilliant', ' Cut-Cornered Rectangular Modified Brilliant']",[3.01 0.73],,,[],[],,76.2, Very Good,4750000.0,6.0
185.0,"['Diamond', ' Platinum ']",[' Round Brilliant-cut'],[2.52], D-E-F, VVS,[],[],,5.7, Very Good,4750000.0,7.0
186.0,"['Diamond', ' Platinum ']","[' Tapered Baguette', ' Marquise']",[3.48 0.3 ], G-H-I, VS,[],[],,6.73, Very Good,4750000.0,6.0
187.0,"['Diamond', ' Platinum ']","[' Rectangular Step-cut, Full-cut']",[], G-H-I, VS,[],[],,, Very Good,4687500.0,0.0
188.0,"['Diamond', ' Platinum ']","[' Pear-shape, Tapered Baguette-cut']",[2.54 2.63 4.   9.17], D-E-F, VS,[],[],,14.1, Very Good,4687500.0,5.0
189.0,"['Diamond', ' Gold ']","[' round brilliant-cut, tapered baguette-cut']",[4.7], J-K-L, SI,[],[],,40.8, Good,4625000.0,6.0
190.0,"['Diamond', ' Platinum ']",[' Round Brilliant-cut'],[2.09], D-E-F, IF,[],[],,4.39, Very Good,4531250.0,7.0
191.0,"['Diamond', ' White Gold ']","[' Full-cut', ' Emerald-cut']",[4.11 0.5 ], G-H-I, VS,[],[],,4.5, Very Good,4500000.0,0.0
192.0,"['Diamond', ' White Gold ']","[' Full-cut', ' Round Brilliant']",[5.44 0.8 ], G-H-I, SI,[],[],,7.7, Very Good,4500000.0,6.0
193.0,"['Diamond', ' Platinum ']","[' Baguette-cut', ' Emerald-cut']",[7.34 0.45], J-K-L, VS,[],[],,5.4, Very Good,4500000.0,6.0
194.0,"['Fancy Deep Brown-Yellow Diamond', ' Diamond', ' Platinum ']","[' Oval, Full-cut, Half-Moon-cut']",[4.03 2.01], G-H-I, SI,[],[],,7.8, Very Good,4500000.0,6.0
195.0,"['Emerald', ' Colored Diamond', ' Gold ']",[' Full-cut'],[14.9  8.4],, VS,[],[],,18.7, Excellent,4481250.0,0.0
196.0,"['Fancy Yellow Diamond', ' Diamond', ' Platinum', ' Gold ']","[' Radiant-cut, Half-moon-shaped, Full-cut']",[6.07 0.95 1.3  8.32], G-H-I, SI,[],[],,17.99, Very Good,4400000.0,6.0
197.0,"['Colombian Emerald', ' Diamond', ' Platinum', ' Gold ']",[' Tapered Baguette-cut'],[3.11 0.3 ], D-E-F, VS,[' Square Emerald-cut'],[' Emerald'], Fine,5.68, Very Good,4375000.0,6.0
198.0,"['Diamond', ' Gold ']","[' Square Step-cut, Oval-shaped, Full-cut']",[4.57 3.5  0.8 ], G-H-I, VS,[],[],,10.53, Very Good,4375000.0,4.0
199.0,"['Fancy Pink Diamond', ' Diamond', ' Multi-Stone', ' Gold ']","[' Pear-shaped, Full-cut']",[1.88 1.7  1.5  1.35], J-K-L, I,[' Round-shaped'],"[' Emerald, Sapphire']", Good,10.73, Very Good,4375000.0,9.0
200.0,"['Diamond', ' Colored Diamond', ' Gold ']",[' Pear-shaped Brilliant'],[3.52 4.54], D-E-F, VS,[],[],,20.0, Very Good,4375000.0,6.0
201.0,"['Diamond', ' Sapphire', ' Platinum ']","[' Round Brilliant-cut, Full-cut']",[2.13 0.3  0.5  2.43], D-E-F, VVS,[' Round-shaped'],[' Sapphire'], Good,11.1, Very Good,4375000.0,5.0
202.0,"['Ceylon Sapphire', ' Diamond', ' White Gold ']",[' Full-cut'],[7.15 0.5 ], G-H-I, VS,[' Oval-shaped'],[' Sapphire'],,6.9, Very Good,4256250.0,7.0
203.0,"['Diamond', ' Gold ']",[' Square Emerald-cut'],[6.28],,,[],[],,17.7, Good,4250000.0,6.0
204.0,"['Diamond', ' Platinum ']",[' Round Brilliant-cut'],[3.36],,,[],[],,4.4, Good,4250000.0,5.0
205.0,"['Diamond', ' Gold ']","[' Marquise, Full']",[1.], G-H-I, VS,[],[],,12.4, Very Good,550.0,0.0
206.0,"['The ""Cornhusker"" Diamond', ' Gold ']","[' Baguette-cut', ' Pear']",[9.02 1.57], G-H-I, SI,[],[],,10.6, Very Good,4250000.0,5.0
207.0,"['Diamond', ' Platinum ']","[' Full-cut', ' Cushion']",[3.02 0.7 ], G-H-I, VS,[],[],,5.7, Very Good,4250000.0,4.0
208.0,"['Ceylon Padparadscha Sapphire', ' Diamond', ' Platinum ']",[' Full-cut'],[7.02 1.2 ], G-H-I, SI,"[' cushion', ' Cushion']","[' sapphire', ' Padparadscha']",,13.1, Very Good,4250000.0,5.0
209.0,"['Diamond', ' White Gold ']","[' Emerald-cut, Baguette-cut', ' Emerald-cut']",[5.35 0.3 ], J-K-L, VS,[],[],,5.2, Very Good,4250000.0,7.0
210.0,"['Diamond', ' Platinum ']","[' Emerald-cut, Tapered Baguette-cut']",[3.61 0.2 ], G-H-I, VS,[],[],,5.03, Very Good,4250000.0,6.0
211.0,"['Chameleon Diamond', ' Pink Diamond', ' Diamond', ' Gold ']",[],[2.25 0.3  0.5  2.25], G-H-I, VS,[],[],,5.2, Very Good,4182500.0,6.0
212.0,"['Diamond', ' Platinum ']",[' Round Brilliant'],[2.27],,,[],[],,5.0, Very Good,4125000.0,4.0
213.0,"['Diamond', ' Gold ']","[' Triangle', ' Round Brilliant']",[7.27 2.15], G-H-I, SI,[],[],,6.6, Very Good,4125000.0,6.0
214.0,"['Diamond', ' Platinum ']","[' Emerald-cut, Modified Half-Moon-shaped, Tapered Baguette-cut']",[3.06 0.7  4.01], G-H-I, VS,[],[],,4.73, Very Good,4062500.0,5.0
215.0,"['Diamond', ' Platinum ']","[' Emerald-cut, Modified Half-Moon-cut, Tapered Baguette-cut']",[3.06 0.7  0.25 4.01], G-H-I, VS,[],[],,4.7, Very Good,4062500.0,5.0
216.0,"['Fancy Intense Yellow Diamond', ' Diamond', ' Platinum', ' Gold ']","[' Pear-shaped, Full-cut']",[5.01 0.88], G-H-I, VS,[],[],,8.86, Excellent,4050000.0,6.0
217.0,"['Diamond', ' Platinum ']","[' Tapered baguette', ' Marquise']",[3.45 0.6 ], G-H-I, SI,[],[],,5.1, Good,4000000.0,6.0
218.0,"['Diamond', ' White Gold ']","[' Full-cut', ' Round Brilliant']",[5.01 1.  ], G-H-I, SI,[],[],,6.9, Good,4000000.0,6.0
219.0,"['Diamond', ' Platinum', ' White Gold ']",[' European-cut'],[6.4], M+, SI,[],[],,4.47, Good,4000000.0,4.0
220.0,"['Diamond', ' Platinum ']","[' European-cut, Baguette']",[7.15], M+, SI,[],[],,5.51, Very Good,4000000.0,6.0
221.0,"['Fancy Light Yellow Diamond', ' Diamond', ' Gold ']","[' Cut-Cornered Rectangular Modified Brilliant, Triangle']",[5.04 1.52], G-H-I, SI,[],[],,5.9, Very Good,4000000.0,6.0
222.0,"['Fancy Intense Yellow Diamond', ' Diamond', ' Gold', ' Platinum ']","[' Oval-shape, Full-cut']",[5.87 1.12 6.99], D-E-F, VS,[],[],,9.6, Excellent,4000000.0,6.0
223.0,"['Art Deco Diamond', ' Fancy Dark Orangy Brown Diamond', ' Platinum ']","[' European', ' Old Mine', ' Cushion']",[2.86 2.73 0.5 ], G-H-I, SI,[],[],,5.5, Good,4000000.0,5.0
224.0,"['Diamond', ' Platinum ']","[' Pear-shaped, Baguette-cut, Tapered Baguette-cut']",[2.56 3.13 1.   6.69], D-E-F, VS,[],[],,8.41, Very Good,3906250.0,6.0
225.0,"['Fancy Intense Yellow Diamond', ' Diamond', ' Platinum', ' Gold ']","[' Oval-cut, Full-cut']",[3.04 1.02], G-H-I, VS,[],[],,6.28, Excellent,3883750.0,6.0
226.0,"['Diamond', ' Platinum ']","[' Round Brilliant-cut, Tapered Baguette-cut']",[4.41 0.3 ], J-K-L, SI,[],[],,7.88, Very Good,3883750.0,5.0
227.0,"['Diamond', ' Platinum ']","[' Round Brilliant-cut, Tapered Baguette-cut']",[4.41 0.3 ], J-K-L, SI,[],[],,7.88, Very Good,3883750.0,5.0
228.0,"['Diamond', ' Platinum ']",[' Round brilliant-cut and tapered baguette-cut'],[3.12 0.4 ], G-H-I, VVS,[],[],,6.0, Very Good,3800000.0,6.0
229.0,"['Diamond', ' Emerald', ' Onyx', ' White Gold ']",[' Full-cut'],[8.], D-E-F, VVS,[' Carved'],"[' Black Onyx, Emerald']",,23.8, Very Good,3750000.0,0.0
230.0,"['Ceylon Yellow Sapphire', ' Diamond', ' Platinum ']",[' Emerald-cut'],[13.77  1.63], G-H-I, VS,[' Emerald-cut'],[' Natural Yellow Sapphire'],,9.7, Very Good,3750000.0,6.0
231.0,"['Diamond', ' Emerald', ' Gold ']","[' Baguette', ' Emerald-cut']",[2.57 4.21 1.34], G-H-I, SI,[' Baguette'],[' Emerald'],,11.5, Very Good,3750000.0,5.0
232.0,"['Chameleon Diamond', ' Pink Diamond', ' Diamond', ' Gold ']","[' Full-cut', ' Oval']",[2.25 0.15 0.3 ], G-H-I, VS,[],[],,5.2, Very Good,3750000.0,6.0
233.0,"['Diamond', ' Platinum ']",[' Round Brilliant'],[2.33],,,[],[],,5.6, Very Good,3750000.0,4.0
234.0,"['Fancy Vivid Yellow Diamond', ' Diamond', ' Platinum', ' Gold ']","[' Rectangular Modified Brilliant', ' Modified Shield Step Cut', ' Modified Shield Step Cut']",[2.55 1.26 1.11],,,[],[],,6.5, Very Good,3750000.0,7.0
235.0,"['Lucida® Diamond', ' Platinum ']","[' Cut-Cornered Square Mixed Cut', ' Cut-Cornered Square Mixed Cut', ' Cut-Cornered Square Mixed Cut']",[2.12  nan],,,[],[],,8.7, Very Good,3750000.0,5.0
236.0,"[""Gentleman's Diamond"", ' Gold ']",[' Round Brilliant'],[5.19],,,[],[],,13.21, Very Good,3750000.0,8.0
237.0,"['Diamond', ' Platinum ']","[' Round Brilliant-cut', ' Round Brilliant']",[4.08], G-H-I, VS,[],[],,5.9, Very Good,3750000.0,5.0
238.0,"['Fancy Intense Yellow Diamond', ' Diamond', ' Platinum ']","[' Oval-shaped', ' Oval-shaped']",[3.03 0.8 ], G-H-I, SI,[],[],,6.3, Very Good,3750000.0,5.0
239.0,"['Diamond', ' Gold ']","[' Cut Cornered Rectangular Modified Brilliant, Radiant-cut']",[4.03 1.7  5.73], D-E-F, SI,[],[],,10.72, Very Good,3750000.0,6.0
240.0,"['Diamond', ' Platinum ']","[' Pear, Tapered Baguette-cut']",[5.67 0.4 ], M+, SI,[],[],,5.32, Very Good,3750000.0,4.0
241.0,"['Diamond', ' White Gold ']","[' Emerald-cut, baguette-cut']",[4.39 2.7 ], G-H-I, VS,[],[],,12.4, Very Good,3750000.0,6.0
242.0,"['Diamond', ' Platinum ']","[' Cushion Modified Brilliant-cut, Full-cut']",[3.01 2.45], G-H-I, VS,[],[],,8.47, Very Good,3750000.0,0.0
243.0,"['Diamond', ' Platinum ']","[' Round Brilliant-cut, Tapered Baguette-cut']",[5.51 0.5 ], J-K-L, SI,[],[],,8.01, Very Good,3750000.0,0.0
244.0,"['Diamond', ' Platinum', ' Gold ']","[' Round Brilliant-cut, Radiant-cut']",[3.16 0.5 ], G-H-I, VS,[],[],,11.52, Very Good,3750000.0,4.0
245.0,"['Fancy Intense Yellow Diamond', ' Diamond', ' Platinum', ' Gold ']","[' Oval-shape, Full-cut']",[5.87 1.12], D-E-F, VS,[],[],,9.6, Very Good,3750000.0,6.0
246.0,"['Emerald', ' Diamond', ' Platinum ']","[' Baguette-cut, Full-cut']",[6.34 1.5  1.5  3.  ], G-H-I, VS,[' Octagonal-shaped'],[' Emerald'], Good,17.85, Very Good,3750000.0,6.0
247.0,"['Diamond', ' Gold ']","[' Round Brilliant-cut, Full-cut']",[3.11 3.08 2.5  8.69], M+, VS,[],[],,19.02, Excellent,3750000.0,7.0
248.0,"['Colored Diamond', ' Diamond', ' Gold ']","[' Radiant, full cut']",[4.69 4.95], G-H-I, VS,[],[],,6.4, Excellent,3750000.0,5.0
249.0,"['Diamond', ' Platinum ']","[' Baguette-cut', ' Cut-Cornered Rectangular Step Cut']",[3.89 0.15], G-H-I, SI,[],[],,4.5, Very Good,3740000.0,6.0
250.0,"['Fancy Intense Yellow Diamond', ' Diamond', ' Gold', ' Platinum ']",[],[4.33 1.75 4.33], G-H-I, VS,[],[],,8.5, Very Good,3734375.0,6.0
251.0,"['Diamond', ' White Gold ']",[' Round Brilliant'],[8.01],,,[],[],,3.5, Very Good,3700000.0,7.0
252.0,"['Diamond', ' White Gold ']","[' Marquise, Pear, Full', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise', ' Marquise']",[12.97], D-E-F, VS,[],[],,14.3, Very Good,3625000.0,7.0
253.0,"['Ceylon Sapphire', ' Diamond', ' Platinum ']",[' Full-cut'],[19.43  1.34], G-H-I, VS,[' Oval'],[' Natural Corundum'],,18.6, Very Good,3625000.0,6.0
254.0,"['Diamond', ' Gold ']","[' Round Brilliant-cut', ' Round Brilliant']",[2.69], D-E-F, VS,[],[],,3.9, Good,3625000.0,5.0
255.0,"['Diamond', ' Gold ']","[' European, Baguette, Full-cut']",[5.14 1.25 0.3 ], M+, SI,[],[],,11.19, Very Good,3625000.0,5.0
256.0,"['Diamond', ' Platinum ']","[' Emerald-cut, Baguette-cut']",[6.98 0.32 7.3 ], J-K-L, VS,[],[],,6.7, Excellent,3585000.0,5.0
257.0,"['Diamond', ' Platinum ']",[],[3.03 1.   3.03], G-H-I, VS,[],[],,7.6, Very Good,3585000.0,0.0
258.0,"['Diamond', ' Platinum ']","[' Round, Baguette-cut']",[],,,[],[],,6.8, Very Good,3585000.0,6.0
259.0,"['Diamond', ' Platinum ']","[' emerald, (2) trillion cut diamonds']",[],,,[],[],,5.5,,3585000.0,0.0
260.0,"['Fancy Vivid Yellow Diamond', ' Diamond', ' Platinum ']","[' Triangle', ' Cut-cornered Rectangular']",[3.04 0.65], G-H-I, SI,[],[],,6.6, Very Good,3500100.0,5.0
261.0,"[""Gentleman's Fancy Light Brownish-Greenish-Yellow Diamond"", ' Diamond', ' Gold ']","[' Full-cut', ' Hexagonal Mixed-cut']",[11.7   3.75], J-K-L, SI,[],[],,24.2, Very Good,3500000.0,7.0
262.0,"['Diamond', ' Platinum ']","[' Baguette', ' Round Brilliant']",[5.69 0.4 ], J-K-L, VS,[],[],,5.4, Very Good,3500000.0,5.0
263.0,"['Diamond', ' White Gold ']","[' Single-cut', ' Round Brilliant']",[2.74 0.7 ], G-H-I, SI,[],[],,4.3, Very Good,3500000.0,6.0
264.0,"['Diamond', ' Enamel', ' Platinum', ' Gold', ' Yellow Metal ']",[],[],,,[],[],,, Good,3500000.0,0.0
265.0,"['Diamond', ' Gold ']",[' Round Brilliant-cut'],[2.28], D-E-F, VVS,[],[],,5.8, Very Good,3500000.0,7.0
266.0,"['Sapphire', ' Diamond', ' Platinum', ' Gold ']","[' Trapezoid-shaped, Bullet-shaped']",[25.18  0.8 ], G-H-I, VS,[' Cushion-cut'],[' Sapphire'], Good,11.27, Very Good,3500000.0,6.0
267.0,"['Diamond', ' Platinum ']","[' Emerald-cut, Tapered Baguette-cut']",[6.  0.5], M+, VS,[],[],,5.7, Very Good,3500000.0,7.0
268.0,"['Colored Diamond', ' Gold ']","[' Square-cut, Full-cut']",[6.05 1.65 7.7 ],, VS,[],[],,16.1, Very Good,3400000.0,4.0
269.0,"[""Gentleman's Diamond"", ' Platinum ']","[' Full, Square Brilliant', ' Round Brilliant-cut']",[6.  1.5 1. ], G-H-I, SI,[],[],,49.6, Very Good,3375000.0,9.0
270.0,"['Diamond', ' Platinum ']","[' Tapered Baguette', ' Round Brilliant']",[5.28 1.6 ], J-K-L, SI,[],[],,12.2, Good,3375000.0,6.0
271.0,"['Diamond', ' Platinum ']","[' Baguette', ' Round Brilliant']",[5.03 0.7 ], G-H-I, VS,[],[],,13.0, Very Good,3375000.0,5.0
272.0,"[""Gentleman's Diamond"", ' White Gold ']","[' Full, Radiant, Baguette']",[5.56 2.25 1.75], G-H-I, VS,[],[],,26.71, Very Good,3375000.0,0.0
273.0,"['Colombian Emerald', ' Diamond', ' Platinum ']","[' Single-cut, Baguette-cut']",[18.84  0.2   0.25], G-H-I, SI,[' Emerald-cut'],[' Emerald'],,11.7, Very Good,3375000.0,5.0
274.0,"[""Gentleman's Diamond"", ' Gold ']",[' Emerald'],[],,,[],[],,24.7, Very Good,3346000.0,10.0
275.0,"['Diamond', ' White Gold ']","[' Round Brilliant, Single-cut', ' Round Brilliant']",[7.47 0.9 ], J-K-L, SI,[],[],,15.18, Good,3250000.0,8.0
276.0,"['Diamond', ' White Gold ']","[' Full-cut', ' Pear Brilliant']",[6.06 2.1 ], J-K-L, SI,[],[],,19.9, Very Good,3250000.0,0.0
277.0,"['Diamond', ' White Gold ']","[' radiant, baguette, tapered baguette-cut', ' Rectangular Modified Brilliant']",[4.02 0.8  0.6 ], G-H-I, VS,[],[],,9.9, Very Good,3250000.0,6.0
278.0,"['Diamond', ' Platinum Eternity ']","[' Pear, Full-cut', ' Pear']",[5.08 1.6  1.6 ], J-K-L, SI,[],[],,17.62, Very Good,3250000.0,0.0
279.0,"['Diamond', ' Platinum ']","[' Round Brilliant-cut, Bullet-cut']",[2.45 0.95], G-H-I, VS,[],[],,7.8, Very Good,3250000.0,6.0
280.0,"['Tourmaline', ' Diamond', ' Platinum ']","[' Emerald-cut, Full-cut']",[17.63  0.6   0.55], G-H-I, VS,"[' Cushion-shaped', ' Cushion']","[' Paraiba Tourmaline', ' Natural Tourmaline, Paraiba-Type']",,18.8, Very Good,3250000.0,6.0
281.0,"['Fancy Intense Yellow Diamond', ' Diamond', ' Platinum', ' Gold ']","[' Oval-cut, Full-cut']",[3.04 1.02], G-H-I, VS,[],[],,6.28, Excellent,3250000.0,6.0
282.0,"['Ruby', ' Diamond', ' Platinum', ' Gold ']","[' Pear-shaped, Round Brilliant-cut, Full-cut']",[3.8  3.   3.   0.15], D-E-F, VS,[' Cushion-shaped'],[' Ruby'], Good,13.17, Very Good,3250000.0,5.0
283.0,"['Art Deco Ruby', ' Diamond', ' Platinum ']","[' European-cut, Full-cut']",[4.   1.75], J-K-L, I,"[' Oval-cut, Calibre-cut']",[' Ruby'], Good,5.0, Good,3250000.0,7.0
284.0,"['Colombian Emerald', ' Diamond', ' Gold ']","[' Full-cut, Baguette-cut']",[9.3  1.25], G-H-I, SI,[' Emerald-cut'],[' Emerald'], Good,6.8, Very Good,3250000.0,5.0
285.0,"['Art Deco Diamond', ' Ruby', ' Platinum ']","[' marquise-cut, single-cut']",[2.25 0.7 ], G-H-I, SI,[' square-shaped'],[' ruby'], Good,3.6, Good,3250000.0,5.0
286.0,"['Burmese Ruby', ' Sapphire', ' Diamond', ' Gold ']",[' Full-cut'],[3.2  0.75 1.55], G-H-I, SI,[' Oval-shaped'],"[' Ruby, Sapphire']", Good,8.0, Very Good,3250000.0,6.0
287.0,"['Diamond', ' White Gold ']","[' Pear-cut, Full-cut']",[ 6.9  3.5 10.4], J-K-L, SI,[],[],,20.9, Very Good,3250000.0,5.0
288.0,"[""Art Deco Cat's Eye Chrysoberyl"", ' Diamond', ' Platinum ']",[' Baguette and Single-Cut'],[],,,[],[],,17.2,,3226500.0,7.0
289.0,"['Diamond', ' Platinum ']","[' Emerald, Baguette']",[4.07 4.07], D-E-F, VVS,[],[],,5.7, Very Good,3190000.0,7.0
290.0,"['Diamond', ' White Gold ']","[' round brilliant', ' Round Brilliant']",[3.03 1.84], G-H-I, SI,[],[],,7.1, Very Good,3125000.0,6.0
291.0,"['Diamond', ' Platinum ']","[' tapered baguette', ' Emerald-cut']",[4.28 0.65], G-H-I, VS,[],[],,5.0, Very Good,3125000.0,4.0
292.0,"['Alexandrite', ' Diamond', ' Platinum', ' Gold ']",[' Full-cut'],[3.  0.5], G-H-I, VS,"[' Rectangular cushion', ' Cushion']","[' Alexandrite', ' Natural Chrysoberyl']",,11.7, Very Good,3125000.0,6.0
293.0,"['Fancy Light Yellow Diamond', ' Diamond', ' White Gold ']",[' Cushion-cut'],[8.94 1.5 ], G-H-I, I,[],[],,11.1, Very Good,3125000.0,0.0
294.0,"['Emerald', ' Diamond', ' Platinum', ' Gold ']",[' Half-moon-cut'],[6.33 1.25], G-H-I, VS,[' Cushion-cut'],[' Emerald'], Fine,8.6, Very Good,3125000.0,6.0
295.0,"['Diamond', ' Sapphire', ' White Gold ']",[' Round Brilliant-cut'],[3.06 3.59 1.15], J-K-L, VS,[' Round'],[' Sapphire'], Good,7.47, Very Good,3125000.0,6.0
296.0,"['Ruby', ' Diamond', ' Platinum', ' Gold ']",[' Half-moon-cut'],[7.36 1.22], G-H-I, VVS,[' Oval-shaped'],[' Ruby'], Good,6.6, Very Good,3125000.0,6.0
